hotel,is_canceled,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,room-status,room-type
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,120,0,1,Canceled,03-05-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,104,0,1,Canceled,06-05-2017,Desired,Single
City Hotel,1,2017,June,1,0,0,GBR,A,A,Transient,115,0,0,Canceled,16-05-2017,Desired,Single
City Hotel,1,2017,June,3,0,0,ISR,A,A,Transient,120,0,1,Canceled,07-05-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,140,0,1,Canceled,04-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,150,0,1,Canceled,02-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,89.1,0,0,Canceled,07-04-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,PRT,D,D,Transient,190,0,1,Canceled,02-05-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,FRA,A,A,Transient,99,0,0,Canceled,06-08-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,89.1,0,0,Canceled,06-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,ISR,D,D,Transient,190,0,1,Canceled,07-05-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,BRA,D,D,Transient,190,0,1,Canceled,02-05-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,144,0,0,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,112,0,1,Canceled,06-05-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,110,0,1,Canceled,03-05-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,IND,A,A,Transient,109,0,1,Canceled,02-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,120,0,1,Canceled,03-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,143.33,0,1,Canceled,04-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,F,F,Transient,245,0,1,Canceled,04-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,0,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,0,0,0,Canceled,26-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,NLD,A,A,Transient,140,0,2,Canceled,10-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,ITA,A,A,Transient,144,0,0,No-Show,12-06-2017,Desired,Couple
City Hotel,1,2017,June,2,1,0,LTU,A,A,Transient,149,0,1,Canceled,06-06-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,GBR,A,A,Transient,119,0,1,Canceled,24-05-2017,Desired,Single
City Hotel,1,2017,June,3,0,0,PRT,D,D,Transient,188.5,0,0,Canceled,30-05-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,ARG,A,A,Transient,109,0,1,Canceled,26-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,109,0,1,Canceled,12-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,140,0,1,Canceled,11-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,99,0,0,Canceled,03-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,NLD,A,A,Transient,109,0,1,Canceled,27-05-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,FRA,A,A,Transient,135,0,0,Canceled,08-02-2017,Desired,Single
City Hotel,1,2017,June,1,0,0,BRA,D,D,Transient,139,0,1,Canceled,19-05-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,99,0,0,Canceled,25-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,FRA,A,A,Transient,144,0,0,Canceled,08-02-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,GBR,D,D,Transient,189,0,0,Canceled,26-02-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,99,0,0,Canceled,25-05-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,BRA,D,D,Transient,139,0,1,Canceled,21-05-2017,Desired,Single
City Hotel,1,2017,June,1,0,0,PRT,D,D,Transient,150,0,1,No-Show,12-06-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,99,0,0,Canceled,03-06-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,PRT,D,D,Transient,125.1,0,0,Canceled,08-05-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,FRA,A,A,Transient,141.75,0,1,Canceled,19-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,1,PRT,A,A,Transient,89.1,0,0,Canceled,07-06-2017,Desired,Family
City Hotel,1,2017,June,3,0,0,CHN,E,E,Transient,207,0,0,Canceled,15-05-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,89.1,0,1,Canceled,06-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,FRA,A,A,Transient,138.6,0,0,Canceled,21-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,BEL,A,A,Transient,151.2,0,2,Canceled,07-05-2017,Desired,Couple
City Hotel,1,2017,June,2,1,0,IRN,A,D,Transient,177.7,0,2,Canceled,22-09-2016,Undesired,Family
City Hotel,1,2017,June,2,0,0,BEL,A,A,Transient,144,0,1,Canceled,07-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,TUN,A,A,Transient,132,0,1,Canceled,15-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,BEL,A,A,Transient,124,0,1,Canceled,07-05-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,GBR,A,A,Transient,108,0,1,Canceled,26-05-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,LUX,A,A,Transient,99,0,0,No-Show,13-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,80,0,0,Canceled,13-06-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,BEL,A,A,Transient,109,0,2,Canceled,21-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,180,0,1,Canceled,07-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,148,0,1,Canceled,21-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,190,0,1,Canceled,08-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,109,0,1,Canceled,30-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,NLD,A,A,Transient,120,0,0,Canceled,20-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,144,0,1,Canceled,08-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,135,0,1,Canceled,08-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,NLD,A,A,Transient,144,0,0,Canceled,13-02-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,DEU,A,A,Transient,130.05,0,0,Canceled,29-11-2016,Desired,Single
City Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,130,0,1,Canceled,06-06-2017,Desired,Single
City Hotel,1,2017,June,2,1,0,DEU,A,A,Transient,130,0,0,Canceled,13-09-2016,Desired,Family
City Hotel,1,2017,June,2,1,0,DEU,B,B,Transient,229,0,0,Canceled,13-09-2016,Desired,Family
City Hotel,1,2017,June,2,0,0,USA,A,A,Transient,126,0,1,Canceled,26-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,F,F,Transient,190,0,1,Canceled,10-03-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient-Party,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,AUS,D,D,Transient,144,0,0,Canceled,11-02-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient-Party,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient-Party,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,FRA,A,A,Transient,117,0,0,Canceled,12-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient-Party,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,CHN,A,A,Transient,126,0,1,Canceled,05-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient-Party,90,0,0,Canceled,05-05-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,FRA,D,D,Transient,175.5,0,0,Canceled,02-02-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,GBR,D,D,Transient,130.5,0,1,Canceled,22-10-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,ITA,D,D,Transient,144,0,1,Canceled,19-12-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,3,0,0,GBR,D,D,Transient,149.4,0,1,Canceled,22-10-2016,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,110,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,152,0,1,Canceled,09-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,152,0,1,Canceled,09-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,USA,A,A,Transient,108,0,0,Canceled,11-03-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,89.1,0,0,Canceled,29-03-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,KOR,A,A,Transient,170,0,0,Canceled,28-05-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,NOR,D,D,Transient,150.3,0,2,Canceled,21-01-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,PRT,D,D,Transient,111.6,0,1,No-Show,15-06-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,NOR,A,A,Transient,130.5,0,2,Canceled,21-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,122.67,0,0,Canceled,08-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,80.1,0,0,No-Show,15-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,80.1,0,2,No-Show,15-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,HKG,A,A,Transient,108,0,0,Canceled,16-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,MOZ,A,A,Transient,99,0,2,Canceled,07-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,AUT,A,A,Transient,126,0,0,Canceled,07-05-2017,Desired,Couple
City Hotel,1,2017,June,2,1,0,ITA,A,A,Transient,180,0,1,Canceled,16-05-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,GBR,D,D,Transient,130.5,0,1,Canceled,09-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,1,0,ITA,A,A,Transient,126,0,0,Canceled,31-08-2016,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,80,0,0,Canceled,12-01-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,130,0,1,Canceled,02-06-2017,Desired,Couple
City Hotel,1,2017,June,2,2,0,PRT,G,G,Transient,315,0,1,Canceled,08-06-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,ITA,D,D,Transient,166.5,0,1,Canceled,01-03-2017,Desired,Family
City Hotel,1,2017,June,1,0,0,PRT,A,A,Transient,80,0,0,Canceled,12-01-2017,Desired,Single
City Hotel,1,2017,June,3,0,0,AUT,D,D,Transient,171,0,0,Canceled,07-05-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,D,D,Transient,98.1,0,0,Canceled,23-02-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,GBR,D,D,Transient,130.5,0,1,Canceled,09-06-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,90,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,IRL,D,D,Transient,168.75,0,0,Canceled,24-01-2017,Desired,Family
City Hotel,1,2017,June,3,0,0,IRL,D,D,Transient,168.75,0,0,Canceled,24-01-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,ISR,A,A,Transient,123.75,0,1,Canceled,19-02-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,109.8,0,1,Canceled,21-02-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,IRN,A,A,Transient,160,0,1,Canceled,18-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,AUT,A,A,Transient,126,0,0,Canceled,20-03-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,IRL,A,A,Transient,122.4,0,0,Canceled,15-02-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,136.67,0,1,Canceled,24-05-2017,Desired,Couple
City Hotel,1,2017,June,2,2,0,BGD,F,F,Transient,225,0,0,Canceled,23-02-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,SWE,D,D,Transient,134.36,0,0,Canceled,01-02-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,DEU,D,D,Transient,135.9,0,0,Canceled,01-03-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,DEU,A,A,Transient,122.4,0,0,Canceled,15-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,HUN,A,A,Transient,137.14,0,1,Canceled,02-05-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,SWE,D,D,Transient,160.89,0,0,Canceled,01-02-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient-Party,75,0,0,Canceled,11-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient-Party,75,0,0,Canceled,07-06-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,IRL,A,A,Transient,140,0,1,Canceled,08-05-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,160,0,1,Canceled,27-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,126,0,0,Canceled,28-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,CHN,A,A,Transient,126,0,1,Canceled,25-04-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,PRT,F,F,Transient,256.5,0,0,Canceled,29-03-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,140,0,1,Canceled,26-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,GBR,A,A,Transient,160,0,1,Canceled,24-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,CHN,A,A,Transient,126,0,1,Canceled,25-04-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,ESP,E,E,Transient,187.2,0,0,Canceled,12-02-2017,Desired,Family
City Hotel,1,2017,June,1,0,0,IRL,A,A,Transient,108,0,0,Canceled,07-05-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,CZE,A,A,Transient,117,0,0,Canceled,05-02-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,FRA,E,E,Transient,153,0,0,Canceled,14-02-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,NLD,A,A,Transient,150,0,1,Canceled,07-05-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,FRA,E,E,Transient,153,0,0,Canceled,07-05-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,CHE,A,A,Transient,99,0,0,Canceled,06-05-2017,Desired,Couple
City Hotel,1,2017,June,1,0,0,PRT,D,D,Transient-Party,104,0,0,Canceled,08-06-2017,Desired,Single
City Hotel,1,2017,June,2,0,0,CZE,A,A,Transient,99,0,3,Canceled,10-03-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
City Hotel,1,2017,June,3,0,0,IRL,D,D,Transient,162,0,1,Canceled,24-01-2017,Desired,Family
City Hotel,1,2017,June,2,0,0,PRT,A,A,Transient,105,0,0,Canceled,21-04-2017,Desired,Couple
